"SalmGeneticRowID","FishGenID","GeneticID","Probability1","GeneticID2","Probability2","Comments_Salmon","Comments_SalmonDataUsage"
2098,"2019Ad_plus-S_152","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2099,"2019Ad_plus-S_153","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2100,"2019Ad_plus-S_154","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2101,"2019Ad_plus-S_155","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2102,"2019Ad_plus-S_156","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2103,"2019Ad_plus-S_157","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2104,"2019Ad_plus-S_158","Fall",0.9495,"LateFall",0.0455,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2105,"2019Ad_plus-S_159","LateFall",0.9963,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2106,"2019Ad_plus-S_160","Fall",0.9863,"LateFall",0.0137,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2107,"2019Ad_plus-S_161","Fall",0.9326,"LateFall",0.0674,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2108,"2019Ad_plus-S_162","Fall",0.9876,"LateFall",0.0124,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2109,"2019Ad_plus-S_163","Fall",0.999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2110,"2019Ad_plus-S_164","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2111,"2019Ad_plus-S_165","Fall",0.9793,"LateFall",0.0207,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2112,"2019Ad_plus-S_166","Fall",0.9974,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2113,"2019Ad_plus-S_167","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2114,"2019Ad_plus-S_168","LateFall",0.8977,"Fall",0.1023,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2115,"2019Ad_plus-S_169","Fall",0.9959,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2116,"2019Ad_plus-S_170","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2117,"2019Ad_plus-S_171","Fall",0.8602,"LateFall",0.1398,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2118,"2019Ad_plus-S_172","LateFall",0.936,"Fall",0.064,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2119,"2019Ad_plus-S_173","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2120,"2019Ad_plus-S_174","Fall",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2121,"2019Ad_plus-S_175","Fall",0.9992,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2122,"2019Ad_plus-S_176","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2123,"2019Ad_plus-S_177","LateFall",0.7832,"Fall",0.2168,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2124,"2019Ad_plus-S_178","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2125,"2019Ad_plus-S_179","Fall",0.8652,"LateFall",0.1344,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2126,"2019Ad_plus-S_180","Fall",0.6312,"LateFall",0.3688,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2127,"2019Ad_plus-S_181","LateFall",0.9978,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2128,"2019Ad_plus-S_182","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2129,"2019Ad_plus-S_183","Spring",0.9807,"LateFall",0.0184,"Spring run from Deer Creek","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2130,"2019Ad_plus-S_184","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2131,"2019Ad_plus-S_185","LateFall",0.9719,"Fall",0.0281,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2132,"2019Ad_plus-S_186","Fall",0.9888,"LateFall",0.0112,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2133,"2019Ad_plus-S_187","Fall",0.5414,"Spring",0.45,"Spring run from Deer Creek","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2134,"2019Ad_plus-S_188","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2135,"2019Ad_plus-S_189","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2136,"2019Ad_plus-S_190","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2137,"2019Ad_plus-S_191","Fall",0.996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2138,"2019Ad_plus-S_192","Fall",0.9835,"LateFall",0.0165,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2139,"2019Ad_plus-S_193","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2140,"2019Ad_plus-S_194","Fall",0.8974,"LateFall",0.1026,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2141,"2019Ad_plus-S_195","Fall",0.9846,"LateFall",0.0154,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2142,"2019Ad_plus-S_196","Fall",0.9868,"LateFall",0.0132,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2143,"2019Ad_plus-S_197","LateFall",0.5676,"Fall",0.4324,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2144,"2019Ad_plus-S_198","Fall",0.747,"LateFall",0.252,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2145,"2019Ad_plus-S_199","Fall",0.9763,"LateFall",0.0237,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2146,"2019Ad_plus-S_200","Fall",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2147,"2019Ad_plus-S_201","Fall",0.9975,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2148,"2019Ad_plus-S_202","Fall",0.9008,"LateFall",0.0992,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2149,"2019Ad_plus-S_203","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2150,"2019Ad_plus-S_204","Fall",0.9982,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2151,"2019Ad_plus-S_205","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2152,"2019Ad_plus-S_206","LateFall",0.961,"Fall",0.039,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2153,"2019Ad_plus-S_207","LateFall",0.7981,"Fall",0.2019,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2154,"2019Ad_plus-S_208","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2155,"2019Ad_plus-S_209","Fall",0.9807,"LateFall",0.0193,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2156,"2019Ad_plus-S_210","Fall",0.5218,"Spring",0.4782,"Spring run from Deer Creek","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2157,"2019Ad_plus-S_211","Fall",0.9945,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2158,"2019Ad_plus-S_212","Fall",0.9974,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2159,"2019Ad_plus-S_213","Fall",0.7576,"LateFall",0.2421,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2160,"2019Ad_plus-S_214","LateFall",0.8967,"Fall",0.1033,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2161,"2019Ad_plus-S_215","LateFall",0.7253,"Fall",0.2747,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2162,"2019Ad_plus-S_216","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2163,"2019Ad_plus-S_217","Fall",0.9976,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2164,"2019Ad_plus-S_218","Fall",0.9845,"LateFall",0.0155,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2165,"2019Ad_plus-S_219","Fall",0.9294,"LateFall",0.0705,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2166,"2019Ad_plus-S_220","Fall",0.9953,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2167,"2019Ad_plus-S_221","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2168,"2019Ad_plus-S_222","Fall",0.5259,"LateFall",0.4741,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2169,"2019Ad_plus-S_223","LateFall",0.8812,"Fall",0.1168,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2170,"2019Ad_plus-S_224","LateFall",0.8969,"Fall",0.1031,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2171,"2019Ad_plus-S_225","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2172,"2019Ad_plus-S_226","Fall",0.959,"LateFall",0.0404,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2173,"2019Ad_plus-S_227","LateFall",0.9321,"Fall",0.0679,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2174,"2019Ad_plus-S_228","Fall",0.8915,"LateFall",0.1085,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2175,"2019Ad_plus-S_229","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2176,"2019Ad_plus-S_230","Fall",0.9832,"LateFall",0.0168,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2177,"2019Ad_plus-S_231","Fall",0.9981,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2178,"2019Ad_plus-S_232","Fall",0.9971,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2179,"2019Ad_plus-S_233","Fall",0.9795,"LateFall",0.0205,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2180,"2019Ad_plus-S_234","Fall",0.9989,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2181,"2019Ad_plus-S_235","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2182,"2019Ad_plus-S_236","Fall",0.9985,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2183,"2019Ad_plus-S_500","Fall",0.995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2184,"2019Ad_plus-S_501","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2185,"2019Ad_plus-S_502","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2186,"2019Ad_plus-S_503","Fall",0.9885,"LateFall",0.0115,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2187,"2019Ad_plus-S_504","Fall",0.9974,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2188,"2019Ad_plus-S_505","Fall",0.9997,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2189,"2019Ad_plus-S_506","Fall",0.9598,"LateFall",0.0402,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2190,"2019Ad_plus-S_507","Fall",0.7491,"LateFall",0.2509,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2191,"2019Ad_plus-S_508","Fall",0.9234,"LateFall",0.0766,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2192,"2019Ad_plus-S_509","Fall",0.9983,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2193,"2019Ad_plus-S_510","Fall",0.9797,"LateFall",0.0203,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2194,"2019Ad_plus-S_511","Fall",0.9776,"LateFall",0.0224,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2195,"2019Ad_plus-W_001","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2196,"2019Ad_plus-W_002","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2197,"2019Ad_plus-W_003","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2198,"2019Ad_plus-W_004","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2199,"2019Ad_plus-W_005","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2200,"2019Ad_plus-W_006","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2201,"2019Ad_plus-W_007","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2202,"2019Ad_plus-W_008","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2203,"2019Ad_plus-W_009","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2204,"2019Ad_plus-W_010","Fall",0.7747,"LateFall",0.2243,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2205,"2019Ad_plus-W_011","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2206,"2019Ad_plus-W_012","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2207,"2019Ad_plus-W_013","Winter",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
